image1,image2,label
data/images/c2_1_00280.jpg,data/images/c1_1_00109.jpg,1
data/images/c1_2_00160.jpg,data/images/c1_2_00135.jpg,1
data/images/c1_4_00046.jpg,data/images/c1_3_00096.jpg,0
data/images/c0_5_00023.jpg,data/images/c3_5_00190.jpg,1
data/images/c1_1_00135.jpg,data/images/c1_1_00108.jpg,1
data/images/c3_1_00313.jpg,data/images/c1_1_00114.jpg,1
data/images/c1_2_00155.jpg,data/images/c1_2_00160.jpg,1
data/images/c2_1_00214.jpg,data/images/c0_1_00065.jpg,1
data/images/c0_1_00032.jpg,data/images/c1_2_00146.jpg,0
data/images/c0_3_00041.jpg,data/images/c0_5_00010.jpg,0
data/images/c0_5_00017.jpg,data/images/c0_1_00024.jpg,0
data/images/c0_2_00081.jpg,data/images/c3_2_00328.jpg,1
data/images/c1_1_00112.jpg,data/images/c1_6_00042.jpg,0
data/images/c2_2_00247.jpg,data/images/c1_2_00133.jpg,1
data/images/c1_2_00175.jpg,data/images/c0_5_00004.jpg,0
data/images/c2_1_00287.jpg,data/images/c2_1_00262.jpg,1
data/images/c1_1_00175.jpg,data/images/c2_1_00258.jpg,1
data/images/c0_1_00090.jpg,data/images/c1_6_00031.jpg,0
data/images/c3_5_00219.jpg,data/images/c3_5_00212.jpg,1
data/images/c3_1_00331.jpg,data/images/c1_3_00080.jpg,0
data/images/c3_2_00321.jpg,data/images/c2_2_00232.jpg,1
data/images/c2_5_00186.jpg,data/images/c0_5_00008.jpg,1
data/images/c3_6_00080.jpg,data/images/c1_5_00069.jpg,0
data/images/c0_5_00067.jpg,data/images/c0_2_00052.jpg,0
data/images/c0_2_00008.jpg,data/images/c0_2_00056.jpg,1
data/images/c0_1_00084.jpg,data/images/c1_1_00202.jpg,1
data/images/c3_3_00164.jpg,data/images/c2_2_00216.jpg,0
data/images/c1_1_00116.jpg,data/images/c2_5_00179.jpg,0
data/images/c2_5_00144.jpg,data/images/c2_5_00183.jpg,1
data/images/c2_2_00197.jpg,data/images/c3_3_00200.jpg,0
data/images/c2_1_00259.jpg,data/images/c3_2_00324.jpg,0
data/images/c3_3_00173.jpg,data/images/c1_5_00099.jpg,0
data/images/c2_2_00237.jpg,data/images/c3_2_00290.jpg,1
data/images/c1_3_00077.jpg,data/images/c0_2_00064.jpg,0
data/images/c2_2_00198.jpg,data/images/c0_3_00019.jpg,0
data/images/c0_5_00023.jpg,data/images/c1_1_00116.jpg,0
data/images/c0_1_00056.jpg,data/images/c0_2_00036.jpg,0
data/images/c3_2_00283.jpg,data/images/c0_2_00045.jpg,1
data/images/c3_3_00206.jpg,data/images/c3_6_00094.jpg,0
data/images/c0_5_00027.jpg,data/images/c0_5_00031.jpg,1
data/images/c3_1_00297.jpg,data/images/c3_1_00296.jpg,1
data/images/c1_1_00134.jpg,data/images/c0_2_00035.jpg,0
data/images/c3_1_00351.jpg,data/images/c3_1_00336.jpg,1
data/images/c0_3_00008.jpg,data/images/c2_5_00171.jpg,0
data/images/c1_1_00107.jpg,data/images/c0_1_00042.jpg,1
data/images/c0_3_00037.jpg,data/images/c2_2_00215.jpg,0
data/images/c0_2_00025.jpg,data/images/c1_1_00191.jpg,0
data/images/c0_1_00035.jpg,data/images/c0_1_00092.jpg,1
data/images/c2_4_00082.jpg,data/images/c1_1_00115.jpg,0
data/images/c1_5_00091.jpg,data/images/c0_5_00046.jpg,1
data/images/c0_1_00051.jpg,data/images/c0_1_00091.jpg,1
data/images/c1_1_00202.jpg,data/images/c0_1_00088.jpg,1
data/images/c2_6_00061.jpg,data/images/c3_1_00318.jpg,0
data/images/c0_3_00044.jpg,data/images/c1_2_00126.jpg,0
data/images/c0_2_00050.jpg,data/images/c2_6_00072.jpg,0
data/images/c0_2_00040.jpg,data/images/c0_1_00096.jpg,0
data/images/c2_2_00209.jpg,data/images/c3_1_00303.jpg,0
data/images/c0_1_00027.jpg,data/images/c1_1_00107.jpg,1
data/images/c0_2_00054.jpg,data/images/c1_4_00037.jpg,0
data/images/c0_6_00018.jpg,data/images/c0_6_00016.jpg,1
data/images/c2_1_00254.jpg,data/images/c1_5_00100.jpg,0
data/images/c0_2_00084.jpg,data/images/c1_2_00156.jpg,1
data/images/c3_3_00198.jpg,data/images/c2_2_00176.jpg,0
data/images/c3_1_00357.jpg,data/images/c1_1_00188.jpg,1
data/images/c0_1_00002.jpg,data/images/c0_1_00051.jpg,1
data/images/c1_1_00148.jpg,data/images/c3_1_00357.jpg,1
data/images/c0_1_00097.jpg,data/images/c1_4_00037.jpg,0
data/images/c2_1_00270.jpg,data/images/c3_1_00332.jpg,1
data/images/c2_2_00238.jpg,data/images/c3_6_00077.jpg,0
data/images/c3_1_00356.jpg,data/images/c0_1_00003.jpg,1
data/images/c1_2_00156.jpg,data/images/c1_2_00139.jpg,1
data/images/c3_2_00316.jpg,data/images/c0_3_00032.jpg,0
data/images/c0_2_00068.jpg,data/images/c3_2_00256.jpg,1
data/images/c3_5_00235.jpg,data/images/c0_2_00016.jpg,0
data/images/c2_1_00287.jpg,data/images/c3_1_00338.jpg,1
data/images/c3_1_00308.jpg,data/images/c3_2_00291.jpg,0
data/images/c3_3_00206.jpg,data/images/c2_1_00262.jpg,0
data/images/c2_2_00186.jpg,data/images/c0_5_00062.jpg,0
data/images/c2_2_00226.jpg,data/images/c1_4_00034.jpg,0
data/images/c1_3_00101.jpg,data/images/c2_3_00130.jpg,1
data/images/c2_3_00129.jpg,data/images/c3_3_00196.jpg,1
data/images/c0_3_00001.jpg,data/images/c2_2_00184.jpg,0
data/images/c1_5_00078.jpg,data/images/c1_1_00115.jpg,0
data/images/c1_2_00110.jpg,data/images/c1_3_00073.jpg,0
data/images/c2_1_00268.jpg,data/images/c3_5_00219.jpg,0
data/images/c3_1_00333.jpg,data/images/c2_1_00214.jpg,1
data/images/c2_5_00159.jpg,data/images/c0_1_00069.jpg,0
data/images/c2_5_00178.jpg,data/images/c1_1_00201.jpg,0
data/images/c1_5_00118.jpg,data/images/c2_4_00069.jpg,0
data/images/c0_2_00000.jpg,data/images/c3_2_00282.jpg,1
data/images/c2_5_00152.jpg,data/images/c0_4_00007.jpg,0
data/images/c2_2_00240.jpg,data/images/c1_2_00120.jpg,1
data/images/c3_2_00287.jpg,data/images/c2_2_00210.jpg,1
data/images/c0_1_00070.jpg,data/images/c1_1_00116.jpg,1
data/images/c1_4_00051.jpg,data/images/c1_5_00089.jpg,0
data/images/c2_2_00212.jpg,data/images/c3_2_00305.jpg,1
data/images/c0_5_00040.jpg,data/images/c0_1_00062.jpg,0
data/images/c3_4_00119.jpg,data/images/c0_5_00010.jpg,0
data/images/c0_1_00057.jpg,data/images/c2_1_00258.jpg,1
data/images/c3_6_00076.jpg,data/images/c0_1_00020.jpg,0
data/images/c1_2_00090.jpg,data/images/c1_2_00104.jpg,1
data/images/c1_3_00062.jpg,data/images/c2_4_00083.jpg,0
data/images/c1_3_00063.jpg,data/images/c0_3_00029.jpg,1
data/images/c1_3_00084.jpg,data/images/c3_3_00209.jpg,1
data/images/c2_3_00137.jpg,data/images/c1_3_00083.jpg,1
data/images/c0_3_00046.jpg,data/images/c3_3_00188.jpg,1
data/images/c1_2_00097.jpg,data/images/c3_2_00276.jpg,1
data/images/c0_2_00023.jpg,data/images/c0_2_00074.jpg,1
data/images/c3_2_00318.jpg,data/images/c3_2_00295.jpg,1
data/images/c2_5_00143.jpg,data/images/c3_2_00292.jpg,0
data/images/c3_2_00317.jpg,data/images/c0_2_00076.jpg,1
data/images/c0_2_00047.jpg,data/images/c2_1_00283.jpg,0
data/images/c2_3_00114.jpg,data/images/c2_3_00154.jpg,1
data/images/c2_5_00166.jpg,data/images/c0_1_00041.jpg,0
data/images/c1_2_00110.jpg,data/images/c0_2_00025.jpg,1
data/images/c0_3_00011.jpg,data/images/c1_6_00050.jpg,0
data/images/c2_2_00239.jpg,data/images/c2_1_00273.jpg,0
data/images/c2_2_00206.jpg,data/images/c1_2_00086.jpg,1
data/images/c0_6_00025.jpg,data/images/c0_1_00043.jpg,0
data/images/c0_6_00003.jpg,data/images/c2_2_00232.jpg,0
data/images/c0_2_00076.jpg,data/images/c3_2_00315.jpg,1
data/images/c2_5_00163.jpg,data/images/c0_2_00008.jpg,0
data/images/c0_4_00002.jpg,data/images/c1_4_00040.jpg,1
data/images/c2_1_00284.jpg,data/images/c2_5_00162.jpg,0
data/images/c1_2_00128.jpg,data/images/c0_2_00075.jpg,1
data/images/c1_1_00195.jpg,data/images/c2_2_00180.jpg,0
data/images/c0_5_00063.jpg,data/images/c2_1_00267.jpg,0
data/images/c2_1_00284.jpg,data/images/c0_1_00040.jpg,1
data/images/c2_2_00215.jpg,data/images/c0_2_00000.jpg,1
data/images/c1_1_00198.jpg,data/images/c2_2_00176.jpg,0
data/images/c3_1_00314.jpg,data/images/c3_1_00345.jpg,1
data/images/c3_3_00181.jpg,data/images/c0_5_00013.jpg,0
data/images/c0_2_00071.jpg,data/images/c1_1_00120.jpg,0
data/images/c1_2_00107.jpg,data/images/c3_4_00122.jpg,0
data/images/c3_4_00123.jpg,data/images/c3_2_00327.jpg,0
data/images/c0_1_00033.jpg,data/images/c0_2_00019.jpg,0
data/images/c3_3_00183.jpg,data/images/c2_1_00218.jpg,0
data/images/c3_4_00112.jpg,data/images/c1_5_00122.jpg,0
data/images/c3_1_00350.jpg,data/images/c1_4_00050.jpg,0
data/images/c1_2_00150.jpg,data/images/c2_3_00128.jpg,0
data/images/c0_1_00096.jpg,data/images/c1_1_00165.jpg,1
data/images/c2_1_00268.jpg,data/images/c0_5_00063.jpg,0
data/images/c3_2_00314.jpg,data/images/c2_1_00262.jpg,0
data/images/c3_5_00236.jpg,data/images/c2_5_00151.jpg,1
data/images/c3_3_00170.jpg,data/images/c1_1_00109.jpg,0
data/images/c2_3_00147.jpg,data/images/c2_6_00069.jpg,0
data/images/c1_5_00075.jpg,data/images/c1_2_00090.jpg,0
data/images/c1_2_00092.jpg,data/images/c0_2_00067.jpg,1
data/images/c1_2_00111.jpg,data/images/c2_2_00190.jpg,1
data/images/c0_3_00044.jpg,data/images/c1_3_00109.jpg,1
data/images/c0_2_00011.jpg,data/images/c3_4_00102.jpg,0
data/images/c2_2_00225.jpg,data/images/c1_1_00175.jpg,0
data/images/c1_2_00148.jpg,data/images/c1_2_00153.jpg,1
data/images/c1_1_00130.jpg,data/images/c3_1_00365.jpg,1
data/images/c1_6_00048.jpg,data/images/c0_1_00069.jpg,0
data/images/c0_1_00046.jpg,data/images/c1_3_00064.jpg,0
data/images/c0_1_00007.jpg,data/images/c0_1_00049.jpg,1
data/images/c3_5_00201.jpg,data/images/c3_6_00090.jpg,0
data/images/c2_3_00162.jpg,data/images/c1_6_00052.jpg,0
data/images/c0_5_00065.jpg,data/images/c2_5_00140.jpg,1
data/images/c3_6_00081.jpg,data/images/c0_2_00044.jpg,0
data/images/c0_5_00033.jpg,data/images/c0_5_00037.jpg,1
data/images/c2_3_00163.jpg,data/images/c0_2_00065.jpg,0
data/images/c3_3_00185.jpg,data/images/c0_4_00016.jpg,0
data/images/c0_1_00069.jpg,data/images/c0_4_00023.jpg,0
data/images/c1_3_00090.jpg,data/images/c3_3_00191.jpg,1
data/images/c1_5_00091.jpg,data/images/c2_4_00086.jpg,0
data/images/c1_4_00048.jpg,data/images/c0_3_00029.jpg,0
data/images/c0_5_00052.jpg,data/images/c2_5_00178.jpg,1
data/images/c0_2_00042.jpg,data/images/c1_2_00096.jpg,1
data/images/c3_3_00191.jpg,data/images/c3_1_00320.jpg,0
data/images/c1_2_00112.jpg,data/images/c3_2_00272.jpg,1
data/images/c2_1_00233.jpg,data/images/c3_1_00355.jpg,1
data/images/c2_6_00062.jpg,data/images/c0_6_00029.jpg,1
data/images/c3_5_00200.jpg,data/images/c1_1_00204.jpg,0
data/images/c1_2_00122.jpg,data/images/c0_2_00058.jpg,1
data/images/c0_1_00081.jpg,data/images/c2_6_00059.jpg,0
data/images/c2_6_00068.jpg,data/images/c1_6_00045.jpg,1
data/images/c3_2_00279.jpg,data/images/c0_2_00002.jpg,1
data/images/c3_2_00279.jpg,data/images/c1_2_00136.jpg,1
data/images/c1_2_00167.jpg,data/images/c2_4_00087.jpg,0
data/images/c3_4_00123.jpg,data/images/c1_4_00049.jpg,1
data/images/c0_5_00038.jpg,data/images/c1_1_00099.jpg,0
data/images/c3_1_00371.jpg,data/images/c1_5_00084.jpg,0
data/images/c0_1_00029.jpg,data/images/c1_2_00161.jpg,0
data/images/c3_1_00300.jpg,data/images/c1_1_00110.jpg,1
data/images/c3_2_00283.jpg,data/images/c1_2_00100.jpg,1
data/images/c0_2_00012.jpg,data/images/c2_2_00220.jpg,1
data/images/c2_1_00284.jpg,data/images/c1_3_00093.jpg,0
data/images/c3_1_00323.jpg,data/images/c1_1_00126.jpg,1
data/images/c3_4_00099.jpg,data/images/c3_1_00342.jpg,0
data/images/c3_1_00360.jpg,data/images/c0_1_00061.jpg,1
data/images/c1_2_00136.jpg,data/images/c2_2_00180.jpg,1
data/images/c2_2_00235.jpg,data/images/c3_2_00294.jpg,1
data/images/c0_6_00027.jpg,data/images/c0_6_00019.jpg,1
data/images/c2_5_00158.jpg,data/images/c3_4_00115.jpg,0
data/images/c3_3_00202.jpg,data/images/c0_3_00022.jpg,1
data/images/c0_3_00027.jpg,data/images/c0_3_00035.jpg,1
data/images/c0_1_00030.jpg,data/images/c3_1_00376.jpg,1
data/images/c3_1_00301.jpg,data/images/c1_3_00056.jpg,0
data/images/c3_1_00355.jpg,data/images/c3_1_00304.jpg,1
data/images/c3_1_00331.jpg,data/images/c2_1_00215.jpg,1
data/images/c1_1_00158.jpg,data/images/c1_2_00154.jpg,0
data/images/c1_1_00156.jpg,data/images/c0_4_00020.jpg,0
data/images/c0_6_00013.jpg,data/images/c1_6_00039.jpg,1
data/images/c3_6_00095.jpg,data/images/c0_6_00024.jpg,1
data/images/c2_3_00157.jpg,data/images/c2_2_00194.jpg,0
data/images/c2_2_00234.jpg,data/images/c0_1_00086.jpg,0
data/images/c1_1_00168.jpg,data/images/c3_2_00309.jpg,0
data/images/c0_2_00068.jpg,data/images/c1_2_00135.jpg,1
data/images/c0_1_00089.jpg,data/images/c0_1_00073.jpg,1
data/images/c3_1_00353.jpg,data/images/c2_2_00185.jpg,0
data/images/c0_2_00031.jpg,data/images/c2_2_00236.jpg,1
data/images/c3_4_00113.jpg,data/images/c0_4_00009.jpg,1
data/images/c2_1_00250.jpg,data/images/c1_1_00154.jpg,1
data/images/c2_1_00282.jpg,data/images/c0_1_00056.jpg,1
data/images/c0_1_00038.jpg,data/images/c0_1_00067.jpg,1
data/images/c1_1_00130.jpg,data/images/c1_1_00198.jpg,1
data/images/c2_1_00290.jpg,data/images/c0_1_00086.jpg,1
data/images/c0_3_00050.jpg,data/images/c1_3_00057.jpg,1
data/images/c0_2_00053.jpg,data/images/c0_2_00040.jpg,1
data/images/c1_1_00161.jpg,data/images/c3_2_00313.jpg,0
data/images/c2_4_00089.jpg,data/images/c3_4_00097.jpg,1
data/images/c1_5_00104.jpg,data/images/c3_2_00300.jpg,0
data/images/c1_1_00204.jpg,data/images/c1_1_00150.jpg,1
data/images/c0_1_00042.jpg,data/images/c0_1_00068.jpg,1
data/images/c3_2_00325.jpg,data/images/c2_1_00215.jpg,0
data/images/c2_2_00184.jpg,data/images/c1_3_00104.jpg,0
data/images/c3_5_00197.jpg,data/images/c1_4_00054.jpg,0
data/images/c3_2_00270.jpg,data/images/c1_2_00172.jpg,1
data/images/c2_2_00184.jpg,data/images/c1_2_00099.jpg,1
data/images/c1_5_00082.jpg,data/images/c3_5_00222.jpg,1
data/images/c0_3_00029.jpg,data/images/c0_6_00005.jpg,0
data/images/c0_1_00049.jpg,data/images/c1_1_00149.jpg,1
data/images/c0_5_00003.jpg,data/images/c1_6_00044.jpg,0
data/images/c0_1_00096.jpg,data/images/c3_1_00346.jpg,1
data/images/c1_1_00137.jpg,data/images/c0_1_00023.jpg,1
data/images/c0_6_00024.jpg,data/images/c0_5_00011.jpg,0
data/images/c1_3_00062.jpg,data/images/c3_6_00098.jpg,0
data/images/c3_1_00376.jpg,data/images/c1_5_00098.jpg,0
data/images/c3_3_00178.jpg,data/images/c3_5_00237.jpg,0
data/images/c1_2_00124.jpg,data/images/c0_2_00065.jpg,1
data/images/c2_1_00243.jpg,data/images/c2_6_00056.jpg,0
data/images/c2_1_00231.jpg,data/images/c0_1_00043.jpg,1
data/images/c3_1_00320.jpg,data/images/c3_2_00289.jpg,0
data/images/c0_3_00032.jpg,data/images/c0_3_00000.jpg,1
data/images/c0_1_00072.jpg,data/images/c2_1_00288.jpg,1
data/images/c0_6_00016.jpg,data/images/c3_4_00096.jpg,0
data/images/c1_3_00095.jpg,data/images/c2_3_00135.jpg,1
data/images/c2_3_00112.jpg,data/images/c2_4_00086.jpg,0
data/images/c1_2_00127.jpg,data/images/c1_2_00168.jpg,1
data/images/c3_5_00221.jpg,data/images/c3_6_00097.jpg,0
data/images/c0_1_00018.jpg,data/images/c1_2_00164.jpg,0
data/images/c3_5_00211.jpg,data/images/c3_3_00168.jpg,0
data/images/c2_1_00285.jpg,data/images/c3_1_00334.jpg,1
data/images/c0_3_00003.jpg,data/images/c2_2_00234.jpg,0
data/images/c1_1_00195.jpg,data/images/c2_1_00284.jpg,1
data/images/c0_2_00002.jpg,data/images/c2_3_00131.jpg,0
data/images/c3_1_00364.jpg,data/images/c1_1_00105.jpg,1
data/images/c3_1_00366.jpg,data/images/c0_1_00023.jpg,1
data/images/c2_2_00207.jpg,data/images/c0_2_00063.jpg,1
data/images/c1_1_00207.jpg,data/images/c0_1_00001.jpg,1
data/images/c0_3_00051.jpg,data/images/c0_5_00064.jpg,0
data/images/c0_2_00054.jpg,data/images/c3_2_00252.jpg,1
data/images/c0_1_00053.jpg,data/images/c0_1_00039.jpg,1
data/images/c0_1_00015.jpg,data/images/c1_1_00196.jpg,1
data/images/c3_2_00311.jpg,data/images/c1_2_00171.jpg,1
data/images/c3_1_00333.jpg,data/images/c1_1_00189.jpg,1
data/images/c2_2_00230.jpg,data/images/c1_5_00118.jpg,0
data/images/c3_2_00327.jpg,data/images/c0_2_00081.jpg,1
data/images/c3_1_00373.jpg,data/images/c2_1_00234.jpg,1
data/images/c3_6_00095.jpg,data/images/c3_4_00120.jpg,0
data/images/c1_3_00106.jpg,data/images/c0_3_00022.jpg,1
data/images/c2_5_00151.jpg,data/images/c1_3_00089.jpg,0
data/images/c0_5_00035.jpg,data/images/c1_1_00208.jpg,0
data/images/c2_2_00185.jpg,data/images/c1_5_00128.jpg,0
data/images/c2_2_00201.jpg,data/images/c2_1_00289.jpg,0
data/images/c1_1_00158.jpg,data/images/c2_5_00188.jpg,0
data/images/c2_3_00121.jpg,data/images/c2_2_00229.jpg,0
data/images/c0_1_00088.jpg,data/images/c0_1_00004.jpg,1
data/images/c3_1_00295.jpg,data/images/c0_1_00062.jpg,1
data/images/c0_6_00008.jpg,data/images/c3_6_00086.jpg,1
data/images/c2_1_00225.jpg,data/images/c3_1_00375.jpg,1
data/images/c1_1_00179.jpg,data/images/c0_1_00095.jpg,1
data/images/c1_2_00103.jpg,data/images/c1_1_00129.jpg,0
data/images/c3_1_00314.jpg,data/images/c3_1_00318.jpg,1
data/images/c3_1_00330.jpg,data/images/c1_2_00095.jpg,0
data/images/c2_1_00266.jpg,data/images/c0_1_00023.jpg,1
data/images/c2_4_00094.jpg,data/images/c1_1_00121.jpg,0
data/images/c3_2_00320.jpg,data/images/c2_2_00193.jpg,1
data/images/c1_2_00175.jpg,data/images/c1_2_00108.jpg,1
data/images/c3_1_00359.jpg,data/images/c3_3_00203.jpg,0
data/images/c2_4_00080.jpg,data/images/c0_3_00049.jpg,0
data/images/c2_3_00161.jpg,data/images/c2_3_00134.jpg,1
data/images/c3_1_00300.jpg,data/images/c3_1_00343.jpg,1
data/images/c3_1_00361.jpg,data/images/c1_2_00137.jpg,0
data/images/c3_1_00319.jpg,data/images/c1_2_00161.jpg,0
data/images/c3_3_00187.jpg,data/images/c1_3_00103.jpg,1
data/images/c2_5_00172.jpg,data/images/c1_1_00112.jpg,0
data/images/c0_1_00001.jpg,data/images/c2_1_00230.jpg,1
data/images/c2_3_00115.jpg,data/images/c3_3_00164.jpg,1
data/images/c1_1_00170.jpg,data/images/c3_5_00220.jpg,0
data/images/c0_5_00004.jpg,data/images/c2_5_00186.jpg,1
data/images/c1_3_00099.jpg,data/images/c3_1_00312.jpg,0
data/images/c1_1_00160.jpg,data/images/c0_1_00059.jpg,1
data/images/c2_2_00183.jpg,data/images/c0_2_00009.jpg,1
data/images/c0_3_00000.jpg,data/images/c0_3_00008.jpg,1
data/images/c1_2_00120.jpg,data/images/c0_2_00015.jpg,1
data/images/c0_2_00030.jpg,data/images/c0_2_00035.jpg,1
data/images/c1_1_00100.jpg,data/images/c2_3_00154.jpg,0
data/images/c2_1_00216.jpg,data/images/c1_1_00210.jpg,1
data/images/c1_3_00062.jpg,data/images/c3_3_00170.jpg,1
data/images/c1_1_00181.jpg,data/images/c0_3_00031.jpg,0
data/images/c1_1_00186.jpg,data/images/c2_1_00250.jpg,1
data/images/c1_5_00084.jpg,data/images/c1_5_00099.jpg,1
data/images/c1_3_00084.jpg,data/images/c0_3_00024.jpg,1
data/images/c0_3_00006.jpg,data/images/c3_3_00167.jpg,1
data/images/c1_3_00076.jpg,data/images/c3_1_00306.jpg,0
data/images/c3_5_00217.jpg,data/images/c2_5_00177.jpg,1
data/images/c2_3_00158.jpg,data/images/c3_1_00297.jpg,0
data/images/c0_1_00017.jpg,data/images/c0_6_00029.jpg,0
data/images/c2_1_00238.jpg,data/images/c3_1_00299.jpg,1
data/images/c2_1_00280.jpg,data/images/c1_1_00196.jpg,1
data/images/c3_1_00374.jpg,data/images/c0_1_00076.jpg,1
data/images/c1_3_00070.jpg,data/images/c1_1_00118.jpg,0
data/images/c2_2_00180.jpg,data/images/c3_2_00274.jpg,1
data/images/c0_1_00036.jpg,data/images/c1_2_00128.jpg,0
data/images/c3_2_00280.jpg,data/images/c3_2_00254.jpg,1
data/images/c0_2_00000.jpg,data/images/c2_2_00246.jpg,1
data/images/c1_1_00207.jpg,data/images/c3_5_00203.jpg,0
data/images/c2_1_00243.jpg,data/images/c3_5_00237.jpg,0
data/images/c1_2_00167.jpg,data/images/c2_2_00220.jpg,1
