image1,image2,label
data/train/0468_c5s1_149645_03.jpg,data/train/0468_c1s2_048271_04.jpg,1
data/train/0332_c3s1_078267_02.jpg,data/train/0332_c4s5_050810_02.jpg,1
data/train/1178_c2s2_164677_01.jpg,data/train/1178_c1s5_032236_02.jpg,1
data/train/0350_c1s2_015441_03.jpg,data/train/0350_c2s1_088321_05.jpg,1
data/train/0779_c2s2_078232_03.jpg,data/train/0833_c4s4_062841_02.jpg,0
data/train/1213_c3s3_013578_01.jpg,data/train/1373_c2s3_037657_03.jpg,0
data/train/0081_c4s1_013651_01.jpg,data/train/0081_c4s1_013701_02.jpg,1
data/train/0107_c1s1_018176_01.jpg,data/train/0107_c2s1_017426_05.jpg,1
data/train/0900_c2s2_108232_01.jpg,data/train/1336_c3s3_045753_01.jpg,0
data/train/0990_c2s2_124177_03.jpg,data/train/0990_c6s2_121768_02.jpg,1
data/train/0649_c6s2_027368_01.jpg,data/train/1263_c1s5_049391_06.jpg,0
data/train/0333_c6s1_076351_05.jpg,data/train/0225_c2s1_054801_05.jpg,0
data/train/0105_c6s1_036876_04.jpg,data/train/0177_c3s1_041526_02.jpg,0
data/train/0517_c5s1_145870_03.jpg,data/train/0136_c4s1_022551_02.jpg,0
data/train/1135_c1s5_022536_01.jpg,data/train/1135_c1s5_022561_02.jpg,1
data/train/0499_c2s2_065332_03.jpg,data/train/0499_c2s2_065282_04.jpg,1
data/train/0444_c2s1_111316_04.jpg,data/train/0557_c3s1_161658_02.jpg,0
data/train/0100_c4s1_017176_01.jpg,data/train/0100_c2s2_146627_02.jpg,1
data/train/0969_c3s2_129869_02.jpg,data/train/1201_c3s3_018328_02.jpg,0
data/train/0281_c6s1_062226_04.jpg,data/train/0390_c5s1_116320_05.jpg,0
data/train/0558_c3s2_029812_01.jpg,data/train/0969_c3s2_129919_02.jpg,0
data/train/0309_c3s2_037587_04.jpg,data/train/0386_c3s3_081044_03.jpg,0
data/train/1134_c3s2_158119_10.jpg,data/train/1213_c6s3_037367_03.jpg,0
data/train/0449_c5s1_112670_01.jpg,data/train/0449_c4s2_039148_01.jpg,1
data/train/0872_c3s2_108478_06.jpg,data/train/0661_c5s2_040180_02.jpg,0
data/train/1003_c5s2_139224_03.jpg,data/train/1003_c5s2_139274_01.jpg,1
data/train/0795_c5s2_089927_03.jpg,data/train/0795_c6s2_116818_02.jpg,1
data/train/1393_c3s3_048053_01.jpg,data/train/1393_c5s3_055090_03.jpg,1
data/train/1428_c6s3_090867_07.jpg,data/train/1428_c3s3_067219_01.jpg,1
data/train/0296_c6s1_066926_01.jpg,data/train/0296_c3s1_066342_04.jpg,1
data/train/0714_c2s3_095177_02.jpg,data/train/0551_c3s1_157958_04.jpg,0
data/train/0052_c6s1_005876_01.jpg,data/train/1101_c3s2_149419_03.jpg,0
data/train/0335_c1s2_004141_02.jpg,data/train/0384_c5s1_091248_01.jpg,0
data/train/0193_c6s1_059951_03.jpg,data/train/0193_c6s1_038326_03.jpg,1
data/train/0369_c5s1_087773_02.jpg,data/train/0369_c5s1_087698_03.jpg,1
data/train/0104_c2s1_090846_01.jpg,data/train/0104_c6s1_018051_01.jpg,1
data/train/0002_c5s1_000651_01.jpg,data/train/0002_c1s1_000551_01.jpg,1
data/train/1140_c5s3_071537_02.jpg,data/train/1408_c2s3_043382_05.jpg,0
data/train/0565_c3s2_003846_02.jpg,data/train/0565_c6s2_106993_01.jpg,1
data/train/0581_c1s3_026526_01.jpg,data/train/0581_c6s2_006343_01.jpg,1
data/train/0508_c3s1_139658_02.jpg,data/train/0616_c3s2_032687_05.jpg,0
data/train/1243_c1s5_055291_01.jpg,data/train/1243_c1s5_055316_01.jpg,1
data/train/0107_c6s1_019426_04.jpg,data/train/0107_c2s1_017601_02.jpg,1
data/train/0022_c6s1_003976_01.jpg,data/train/0022_c6s1_002901_01.jpg,1
data/train/0415_c3s1_097992_02.jpg,data/train/0357_c1s2_009591_01.jpg,0
data/train/0962_c6s2_114943_03.jpg,data/train/0437_c3s1_107092_04.jpg,0
data/train/1176_c3s3_006662_02.jpg,data/train/0589_c3s2_012862_03.jpg,0
data/train/0081_c5s3_038290_01.jpg,data/train/0127_c1s4_024556_02.jpg,0
data/train/0105_c2s1_017601_01.jpg,data/train/0105_c5s1_038226_01.jpg,1
data/train/1169_c6s3_040442_06.jpg,data/train/0704_c2s2_056382_01.jpg,0
data/train/0499_c2s1_132866_01.jpg,data/train/0499_c5s1_133470_02.jpg,1
data/train/0704_c6s2_049543_06.jpg,data/train/1177_c1s5_032861_01.jpg,0
data/train/0100_c3s1_016576_01.jpg,data/train/0100_c4s1_017226_02.jpg,1
data/train/0115_c6s1_019476_02.jpg,data/train/0115_c6s1_020951_01.jpg,1
data/train/0299_c3s1_066642_02.jpg,data/train/1142_c3s3_058753_03.jpg,0
data/train/1162_c6s3_041142_03.jpg,data/train/0212_c3s1_042926_03.jpg,0
data/train/0676_c4s3_061879_01.jpg,data/train/1234_c3s3_016478_02.jpg,0
data/train/0470_c5s1_123520_01.jpg,data/train/1189_c3s3_091469_06.jpg,0
data/train/0565_c6s3_052217_03.jpg,data/train/0565_c5s3_029240_04.jpg,1
data/train/0581_c4s4_037435_02.jpg,data/train/0963_c6s2_115093_04.jpg,0
data/train/1350_c2s3_034732_02.jpg,data/train/0612_c5s2_037855_01.jpg,0
data/train/1235_c1s5_048391_04.jpg,data/train/1235_c1s5_042866_01.jpg,1
data/train/0148_c1s1_031076_01.jpg,data/train/0148_c5s1_024326_07.jpg,1
data/train/0477_c5s1_125370_01.jpg,data/train/1051_c6s2_130293_01.jpg,0
data/train/0683_c3s2_070278_02.jpg,data/train/0332_c6s1_076351_03.jpg,0
data/train/0830_c3s2_104978_02.jpg,data/train/0830_c1s4_056711_01.jpg,1
data/train/0369_c5s1_087473_01.jpg,data/train/0635_c3s2_039312_02.jpg,0
data/train/0142_c5s3_020415_01.jpg,data/train/0142_c5s2_148399_04.jpg,1
data/train/0264_c4s1_060407_02.jpg,data/train/0264_c6s1_056176_02.jpg,1
data/train/0409_c1s2_025191_01.jpg,data/train/0409_c5s1_097973_04.jpg,1
data/train/0742_c2s2_072782_02.jpg,data/train/0742_c2s2_072807_02.jpg,1
data/train/1111_c3s2_151919_03.jpg,data/train/1111_c3s2_159519_03.jpg,1
data/train/0266_c1s1_057331_01.jpg,data/train/0957_c6s3_004017_02.jpg,0
data/train/0022_c3s1_001826_02.jpg,data/train/0022_c3s1_044651_01.jpg,1
data/train/0451_c4s2_045273_06.jpg,data/train/0451_c3s1_113733_02.jpg,1
data/train/0261_c6s1_055576_02.jpg,data/train/0261_c5s1_082048_02.jpg,1
data/train/0358_c1s2_014416_03.jpg,data/train/0358_c5s1_099473_01.jpg,1
data/train/0225_c6s1_047526_01.jpg,data/train/0225_c6s1_047551_02.jpg,1
data/train/0299_c4s1_066607_02.jpg,data/train/0566_c3s2_013737_01.jpg,0
data/train/0232_c3s1_047751_01.jpg,data/train/0232_c5s1_055126_07.jpg,1
data/train/1294_c3s3_043478_03.jpg,data/train/0724_c1s4_019456_03.jpg,0
data/train/0212_c2s1_042851_01.jpg,data/train/1385_c3s3_075919_11.jpg,0
data/train/0023_c6s1_003826_03.jpg,data/train/0023_c6s1_002451_01.jpg,1
data/train/0268_c6s1_068176_03.jpg,data/train/0268_c4s1_068657_01.jpg,1
data/train/0703_c6s2_059068_01.jpg,data/train/0703_c6s2_059118_01.jpg,1
data/train/0707_c2s2_052737_01.jpg,data/train/0707_c5s2_059202_02.jpg,1
data/train/0976_c6s2_116493_04.jpg,data/train/0976_c6s2_116218_02.jpg,1
data/train/0139_c5s1_069273_01.jpg,data/train/0139_c1s1_025351_01.jpg,1
data/train/0682_c6s2_058193_02.jpg,data/train/0682_c6s2_043393_12.jpg,1
data/train/0839_c6s2_100893_01.jpg,data/train/0839_c3s2_106803_05.jpg,1
data/train/0301_c6s1_076151_03.jpg,data/train/0976_c1s4_064411_03.jpg,0
data/train/0272_c6s1_059251_01.jpg,data/train/0272_c6s1_056901_02.jpg,1
data/train/0047_c1s6_027846_02.jpg,data/train/0683_c6s2_064693_02.jpg,0
data/train/0955_c6s2_114093_02.jpg,data/train/0902_c5s2_113052_02.jpg,0
data/train/0222_c5s1_046376_01.jpg,data/train/0222_c5s1_046451_01.jpg,1
data/train/0142_c6s3_043967_01.jpg,data/train/0970_c2s2_119802_01.jpg,0
data/train/0809_c6s2_090068_06.jpg,data/train/0809_c5s2_109177_06.jpg,1
data/train/1107_c2s2_147902_02.jpg,data/train/1107_c2s2_147802_01.jpg,1
data/train/0442_c5s1_111945_02.jpg,data/train/0442_c5s1_109548_03.jpg,1
data/train/0597_c6s2_009568_02.jpg,data/train/0963_c6s2_114768_01.jpg,0
data/train/1159_c3s3_021228_03.jpg,data/train/1159_c5s3_002218_01.jpg,1
data/train/0148_c5s1_024501_03.jpg,data/train/0148_c1s1_031251_01.jpg,1
data/train/0581_c4s4_037335_02.jpg,data/train/1088_c2s2_143152_02.jpg,0
data/train/0851_c2s2_120577_05.jpg,data/train/0954_c6s2_113443_03.jpg,0
data/train/0557_c5s2_008780_02.jpg,data/train/1107_c6s3_012467_01.jpg,0
data/train/0575_c5s2_081802_01.jpg,data/train/0369_c3s1_087342_01.jpg,0
data/train/0903_c1s4_051006_01.jpg,data/train/0903_c5s2_111852_01.jpg,1
data/train/0264_c6s1_061776_05.jpg,data/train/0264_c5s1_061348_03.jpg,1
data/train/0724_c3s2_079903_02.jpg,data/train/0225_c1s1_047151_05.jpg,0
data/train/0046_c1s1_004101_04.jpg,data/train/0046_c5s1_004026_04.jpg,1
data/train/1260_c6s3_048142_02.jpg,data/train/0449_c5s1_112670_01.jpg,0
data/train/0116_c5s1_019526_01.jpg,data/train/0116_c6s1_019351_06.jpg,1
data/train/0948_c5s2_121149_01.jpg,data/train/0948_c4s4_059991_07.jpg,1
data/train/0558_c6s2_023843_02.jpg,data/train/0558_c6s2_023868_02.jpg,1
data/train/0575_c5s2_081702_01.jpg,data/train/1112_c6s3_013617_01.jpg,0
data/train/0429_c2s1_104171_02.jpg,data/train/1078_c5s2_144549_01.jpg,0
data/train/0755_c6s2_068893_03.jpg,data/train/1316_c4s5_057510_01.jpg,0
data/train/0990_c1s4_073261_07.jpg,data/train/0269_c4s1_058682_01.jpg,0
data/train/0242_c5s1_093523_04.jpg,data/train/0242_c6s1_050951_01.jpg,1
data/train/1056_c3s2_138644_03.jpg,data/train/0673_c5s2_045105_01.jpg,0
data/train/0637_c6s2_021693_02.jpg,data/train/0637_c6s2_038818_04.jpg,1
data/train/0976_c2s2_122452_02.jpg,data/train/1093_c6s3_020917_01.jpg,0
data/train/0385_c5s1_091448_01.jpg,data/train/0385_c3s1_091167_01.jpg,1
data/train/0742_c2s2_072782_02.jpg,data/train/0742_c2s2_063907_01.jpg,1
data/train/0742_c1s4_015231_01.jpg,data/train/0742_c5s2_075902_01.jpg,1
data/train/0002_c1s1_000551_01.jpg,data/train/0403_c1s2_023966_02.jpg,0
data/train/0780_c6s2_103843_06.jpg,data/train/0573_c1s3_023026_03.jpg,0
data/train/0955_c5s2_120724_05.jpg,data/train/0955_c3s2_119894_01.jpg,1
data/train/0232_c5s1_055373_01.jpg,data/train/0232_c3s1_047751_01.jpg,1
data/train/0299_c5s1_067223_08.jpg,data/train/0299_c6s3_005142_03.jpg,1
data/train/0277_c5s1_065973_03.jpg,data/train/0599_c2s3_077977_03.jpg,0
data/train/0738_c3s2_066803_04.jpg,data/train/0670_c6s2_038718_01.jpg,0
data/train/0333_c6s1_076451_04.jpg,data/train/0333_c3s2_115194_02.jpg,1
data/train/0855_c3s2_107603_03.jpg,data/train/0809_c3s2_108778_05.jpg,0
data/train/1007_c6s2_124268_05.jpg,data/train/0589_c6s2_014468_01.jpg,0
data/train/0185_c2s1_034026_01.jpg,data/train/0125_c4s1_020726_03.jpg,0
data/train/0232_c3s1_055051_04.jpg,data/train/0232_c5s1_071098_02.jpg,1
data/train/1334_c3s3_037753_03.jpg,data/train/1350_c2s3_034682_03.jpg,0
data/train/0556_c1s3_011371_03.jpg,data/train/0556_c1s3_011321_04.jpg,1
data/train/1464_c2s3_052582_02.jpg,data/train/0842_c6s2_101243_03.jpg,0
data/train/1135_c1s5_022486_01.jpg,data/train/1135_c3s2_157944_01.jpg,1
data/train/1002_c3s3_070019_04.jpg,data/train/0269_c5s1_059498_02.jpg,0
data/train/0403_c5s1_096298_02.jpg,data/train/0991_c6s2_121668_01.jpg,0
data/train/0107_c6s1_018601_01.jpg,data/train/0107_c3s1_017576_01.jpg,1
data/train/0441_c4s2_036842_01.jpg,data/train/0309_c6s2_017668_01.jpg,0
data/train/1189_c2s3_085002_02.jpg,data/train/0589_c6s2_014568_01.jpg,0
data/train/0962_c3s2_120669_03.jpg,data/train/0962_c6s2_115168_02.jpg,1
data/train/0110_c5s1_035226_01.jpg,data/train/0110_c3s1_034476_01.jpg,1
data/train/0589_c6s2_014493_02.jpg,data/train/0589_c1s3_035001_03.jpg,1
data/train/0596_c6s2_021868_02.jpg,data/train/0596_c3s2_027712_02.jpg,1
data/train/1291_c4s6_006135_01.jpg,data/train/1291_c6s3_053617_03.jpg,1
data/train/0111_c5s1_018926_01.jpg,data/train/0111_c4s4_053516_03.jpg,1
data/train/0795_c6s2_116818_02.jpg,data/train/0795_c3s2_122719_04.jpg,1
data/train/0988_c1s4_065461_02.jpg,data/train/0121_c3s2_143969_02.jpg,0
data/train/1227_c3s3_014878_03.jpg,data/train/1227_c1s5_049591_08.jpg,1
data/train/1250_c1s5_046666_01.jpg,data/train/1250_c3s3_020428_08.jpg,1
data/train/0499_c6s2_062118_03.jpg,data/train/0499_c6s2_062068_01.jpg,1
data/train/0933_c3s2_116594_03.jpg,data/train/0704_c4s3_074285_03.jpg,0
data/train/0704_c5s2_059502_01.jpg,data/train/0069_c5s3_064762_02.jpg,0
data/train/1201_c4s5_044810_01.jpg,data/train/1201_c3s3_018328_02.jpg,1
data/train/0332_c1s5_051641_06.jpg,data/train/0332_c5s1_076473_02.jpg,1
data/train/0565_c5s2_004405_04.jpg,data/train/0565_c6s2_107143_04.jpg,1
data/train/1335_c6s3_061892_01.jpg,data/train/1335_c2s3_031782_01.jpg,1
data/train/0639_c2s2_026437_01.jpg,data/train/0303_c3s1_081992_01.jpg,0
data/train/0780_c5s2_127899_05.jpg,data/train/0780_c3s2_127069_03.jpg,1
data/train/1177_c6s3_030492_01.jpg,data/train/1177_c6s3_042642_05.jpg,1
data/train/0318_c6s1_072076_03.jpg,data/train/0318_c6s1_071976_02.jpg,1
data/train/1479_c1s6_012041_03.jpg,data/train/0972_c2s2_122352_03.jpg,0
data/train/0755_c5s2_093052_02.jpg,data/train/0755_c6s2_077318_03.jpg,1
data/train/0714_c2s3_095277_09.jpg,data/train/0714_c6s4_028877_02.jpg,1
data/train/0331_c6s1_086476_02.jpg,data/train/0331_c3s1_075442_01.jpg,1
data/train/0990_c3s2_127494_02.jpg,data/train/0990_c3s2_159544_06.jpg,1
data/train/0193_c6s1_038326_03.jpg,data/train/0193_c3s1_037751_02.jpg,1
data/train/0673_c5s2_045105_04.jpg,data/train/0673_c6s2_038843_03.jpg,1
data/train/1110_c2s2_148552_01.jpg,data/train/0380_c5s2_057655_06.jpg,0
data/train/0132_c6s1_040901_01.jpg,data/train/0132_c5s1_022276_01.jpg,1
data/train/1358_c3s3_042103_05.jpg,data/train/1266_c2s3_018282_01.jpg,0
data/train/0796_c6s2_083843_02.jpg,data/train/0481_c3s1_138258_03.jpg,0
data/train/0871_c3s2_108303_06.jpg,data/train/0222_c6s1_046526_02.jpg,0
data/train/0703_c3s2_054862_02.jpg,data/train/1051_c3s2_136219_02.jpg,0
data/train/1295_c1s5_057516_01.jpg,data/train/1193_c3s3_009203_05.jpg,0
data/train/1475_c1s6_011866_02.jpg,data/train/1475_c2s3_054307_01.jpg,1
data/train/0597_c6s2_013343_01.jpg,data/train/0597_c2s2_012237_02.jpg,1
data/train/1266_c3s3_024703_02.jpg,data/train/1266_c5s3_024940_02.jpg,1
data/train/0434_c3s1_105942_01.jpg,data/train/0706_c6s2_062118_04.jpg,0
data/train/0272_c6s1_059251_06.jpg,data/train/0872_c2s2_105882_06.jpg,0
data/train/0375_c5s1_089423_03.jpg,data/train/0232_c5s1_055273_10.jpg,0
data/train/0700_c5s2_054280_01.jpg,data/train/0992_c1s5_014261_01.jpg,0
data/train/0068_c6s1_010476_01.jpg,data/train/0711_c1s4_025281_04.jpg,0
data/train/0105_c6s1_038251_01.jpg,data/train/0611_c2s2_014937_01.jpg,0
data/train/0081_c4s5_063635_01.jpg,data/train/0986_c2s2_123602_02.jpg,0
data/train/0421_c1s2_038771_02.jpg,data/train/0421_c5s1_104073_01.jpg,1
data/train/0306_c1s6_018371_03.jpg,data/train/0306_c1s6_018321_02.jpg,1
data/train/0250_c2s3_073327_02.jpg,data/train/0022_c6s1_004051_01.jpg,0
data/train/0105_c6s1_036801_01.jpg,data/train/0915_c5s2_114574_04.jpg,0
data/train/0340_c6s1_078876_04.jpg,data/train/0340_c3s1_079967_01.jpg,1
data/train/0581_c6s2_006343_04.jpg,data/train/0581_c1s3_026551_01.jpg,1
data/train/0902_c3s2_111003_04.jpg,data/train/0902_c5s2_113077_02.jpg,1
data/train/1470_c2s3_053807_01.jpg,data/train/0348_c6s1_081476_03.jpg,0
data/train/0176_c5s1_043526_02.jpg,data/train/0176_c3s1_032426_01.jpg,1
data/train/1372_c3s3_044153_02.jpg,data/train/0307_c2s1_086321_01.jpg,0
data/train/1107_c1s5_059166_03.jpg,data/train/0566_c6s2_007718_02.jpg,0
data/train/0748_c1s6_037171_08.jpg,data/train/0748_c1s6_037046_03.jpg,1
data/train/0216_c3s1_044601_03.jpg,data/train/0216_c5s1_092873_02.jpg,1
data/train/0136_c3s1_022451_01.jpg,data/train/0136_c2s1_022776_03.jpg,1
data/train/0268_c3s1_067542_03.jpg,data/train/1325_c6s3_059892_02.jpg,0
data/train/0408_c3s1_099167_01.jpg,data/train/0408_c1s2_024566_02.jpg,1
data/train/1304_c6s3_055017_04.jpg,data/train/1304_c1s5_057866_01.jpg,1
data/train/0139_c6s1_025226_01.jpg,data/train/0139_c3s1_024726_01.jpg,1
data/train/0369_c5s1_087773_02.jpg,data/train/0816_c6s2_095293_02.jpg,0
data/train/0952_c3s2_119494_13.jpg,data/train/0952_c6s2_114218_06.jpg,1
data/train/0705_c6s2_077818_01.jpg,data/train/0352_c6s1_079976_04.jpg,0
data/train/1297_c6s3_055567_04.jpg,data/train/1297_c2s3_025432_03.jpg,1
data/train/0592_c6s2_033768_01.jpg,data/train/0444_c1s2_059846_01.jpg,0
data/train/1159_c6s3_044742_01.jpg,data/train/1159_c6s3_045117_04.jpg,1
data/train/1093_c6s3_020917_01.jpg,data/train/0116_c3s1_019076_01.jpg,0
data/train/0557_c2s1_161516_01.jpg,data/train/0557_c2s2_124977_01.jpg,1
data/train/1393_c6s3_078092_01.jpg,data/train/1393_c1s5_074216_01.jpg,1
data/train/0711_c6s2_079543_01.jpg,data/train/0711_c1s4_024981_03.jpg,1
data/train/1235_c1s5_048441_06.jpg,data/train/1235_c4s5_042535_01.jpg,1
data/train/0204_c5s1_041276_01.jpg,data/train/0116_c3s1_019076_01.jpg,0
data/train/0354_c1s2_008066_01.jpg,data/train/0470_c3s1_123458_01.jpg,0
data/train/0666_c6s2_050543_03.jpg,data/train/0666_c6s2_036468_01.jpg,1
data/train/0308_c5s1_106098_03.jpg,data/train/1379_c3s3_045103_04.jpg,0
data/train/0184_c5s2_148324_01.jpg,data/train/1227_c1s5_049591_08.jpg,0
data/train/0208_c3s1_070017_02.jpg,data/train/0208_c6s1_042326_02.jpg,1
data/train/0106_c5s1_018201_01.jpg,data/train/1479_c2s3_054507_05.jpg,0
data/train/1142_c3s3_058778_03.jpg,data/train/1142_c1s6_009991_01.jpg,1
data/train/1162_c2s3_011857_02.jpg,data/train/1162_c3s3_001862_03.jpg,1
data/train/0902_c4s4_051860_03.jpg,data/train/0575_c5s2_010330_02.jpg,0
data/train/0408_c4s2_025042_01.jpg,data/train/0629_c5s2_036030_02.jpg,0
data/train/0159_c2s1_026976_03.jpg,data/train/0159_c2s1_030076_01.jpg,1
data/train/0208_c5s1_042301_05.jpg,data/train/0652_c5s2_051280_05.jpg,0
data/train/0761_c5s2_083077_01.jpg,data/train/0179_c1s6_029396_02.jpg,0
data/train/0742_c5s2_075852_03.jpg,data/train/0742_c6s2_069293_01.jpg,1
data/train/0761_c6s2_076568_01.jpg,data/train/0761_c5s2_083102_03.jpg,1
data/train/1107_c4s5_014754_03.jpg,data/train/0475_c5s1_135920_03.jpg,0
data/train/0589_c5s2_013255_01.jpg,data/train/0919_c5s2_115224_02.jpg,0
data/train/0788_c5s2_084502_02.jpg,data/train/0788_c1s4_052381_02.jpg,1
data/train/0100_c5s1_017051_01.jpg,data/train/0100_c1s1_016901_01.jpg,1
data/train/0907_c6s3_024367_02.jpg,data/train/0907_c6s2_116468_05.jpg,1
data/train/0714_c5s3_102662_03.jpg,data/train/0714_c6s4_028852_07.jpg,1
data/train/0558_c1s3_015621_01.jpg,data/train/1260_c6s3_048192_02.jpg,0
data/train/0795_c6s2_116868_03.jpg,data/train/0999_c3s2_143019_07.jpg,0
data/train/1408_c5s2_041555_01.jpg,data/train/0434_c2s1_105871_01.jpg,0
data/train/0424_c2s1_103246_01.jpg,data/train/0424_c3s1_103542_03.jpg,1
data/train/1411_c6s3_073892_01.jpg,data/train/0159_c6s1_028251_01.jpg,0
data/train/0714_c2s3_096002_01.jpg,data/train/0733_c3s2_108578_04.jpg,0
data/train/1019_c6s2_124993_04.jpg,data/train/0385_c4s2_040123_03.jpg,0
data/train/0948_c4s4_059991_01.jpg,data/train/0948_c3s2_119844_01.jpg,1
data/train/0850_c2s2_104882_06.jpg,data/train/0712_c4s3_067779_01.jpg,0
data/train/1286_c4s5_059460_01.jpg,data/train/1286_c3s3_027653_02.jpg,1
data/train/0760_c3s2_073653_01.jpg,data/train/0623_c2s2_031637_04.jpg,0
data/train/0390_c2s1_091346_03.jpg,data/train/0390_c1s2_043296_01.jpg,1
data/train/0408_c4s2_024942_02.jpg,data/train/0408_c5s1_097473_02.jpg,1
data/train/0992_c1s4_066811_02.jpg,data/train/0340_c4s2_005617_03.jpg,0
data/train/1402_c3s3_048703_01.jpg,data/train/1402_c1s5_074766_01.jpg,1
data/train/0605_c1s3_032101_03.jpg,data/train/0605_c5s2_078077_03.jpg,1
data/train/0011_c6s4_002502_01.jpg,data/train/0863_c2s2_105257_01.jpg,0
data/train/0605_c6s2_051018_03.jpg,data/train/0605_c3s2_057162_04.jpg,1
data/train/0885_c1s4_049056_09.jpg,data/train/0885_c3s2_109253_07.jpg,1
data/train/0757_c5s2_075377_04.jpg,data/train/1081_c6s3_011567_01.jpg,0
data/train/0279_c6s1_061826_01.jpg,data/train/0757_c3s2_072378_01.jpg,0
data/train/0639_c6s2_023868_01.jpg,data/train/1088_c3s2_146344_01.jpg,0
data/train/0491_c2s1_129741_04.jpg,data/train/1176_c6s3_042667_06.jpg,0
data/train/0350_c1s2_014891_06.jpg,data/train/0350_c5s1_096898_02.jpg,1
data/train/0726_c5s2_082352_01.jpg,data/train/0726_c4s3_074435_01.jpg,1
data/train/0344_c6s1_081551_04.jpg,data/train/0537_c2s1_152491_01.jpg,0
data/train/0862_c1s4_047631_01.jpg,data/train/0491_c5s1_139220_04.jpg,0
